Hotel ID,Nationality,Group Name,Room Type,Score,Score Level,Stay days,Month,Review,Sentiment
5_3,Việt Nam,Cặp đôi,Phòng Hướng Vườn,8.4,3,1,3,cũ cộng,Tiêu cực
5_3,Việt Nam,Du lịch một mình,Phòng Hướng Vườn,7.6,2,1,2,tốt đắc_địa_tâm sát ánh_sáng tối,Trung tính
5_3,Việt Nam,Gia đình có em bé,Phòng nhìn ra Khu vườn,10.0,4,2,7,downtown sầm_uất thiết_kế lành tâm_tiện,Tích cực
5_3,Việt Nam,Gia đình có em bé,Phòng nhìn ra Khu vườn,10.0,4,2,2,tuyệt_vời sát sạch đẹp,Tích cực
5_3,Việt Nam,Gia đình có em bé,Biệt Thự Bể Bơi Đối Diện Bãi Biển 1 Phòng Ngủ có Giường Lớn,9.6,4,1,4,đẹp bào trẻ chụp đẹp không_chát lắm ăn_khách hàn nước_ngoài yên_tĩnh không_quá hơi,Tích cực
5_3,Việt Nam,Gia đình có em bé,Phòng Deluxe hướng vườn giường đôi,9.6,4,1,5,hơi_tâm yên_tĩnh nhiệt_tình đẹp thân_thiện,Tích cực
5_3,Việt Nam,Gia đình có em bé,Phòng Hai Giường Đơn Loại Sang Hướng Vườn,8.8,3,1,3,trẻ muỗi vọng cải_thiện,Trung tính
5_3,Việt Nam,Cặp đôi,Suite 1 Phòng Ngủ Tầm Nhìn Biển Hạn Hẹp,9.2,4,1,2,cải_thiện ngủ tắt vàng trắng ngủ hắt nằm,Tích cực
5_3,Hàn Quốc,Cặp đôi,Phòng Đôi Loại Sang Hướng Biển,10.0,4,1,6,,Tích cực
5_3,Việt Nam,Gia đình có em bé,Phòng Hai Giường Đơn Loại Sang Hướng Vườn,10.0,4,1,4,vặn thích_hợp,Tích cực
5_3,Việt Nam,Gia đình có em bé,Phòng Hai Giường Đơn Loại Sang Hướng Vườn,8.8,3,3,4,ngoại_trừ hài_lòng,Trung tính
5_3,Nga,Cặp đôi,Phòng Deluxe hướng biển 2 giường đơn,10.0,4,1,4,,Tích cực
5_3,Việt Nam,Gia đình có em bé,Phòng Đôi Loại Sang Hướng Biển,7.2,2,2,2,tốt niềm_nở bơi sạch_sẽ phòng_ốc,Trung tính
5_3,Việt Nam,Cặp đôi,Phòng Deluxe hướng vườn giường đôi,9.6,4,1,8,nhỏ_xắn hơi,Tích cực
5_3,Hàn Quốc,Nhóm,Suite 2 Phòng Ngủ Nhìn Ra Vườn,10.0,4,2,9,,Tích cực
5_3,Việt Nam,Nhóm,Biệt Thự 2 Phòng Ngủ Có Hồ Bơi Nằm Trước Biển,9.6,4,1,4,,Tích cực
5_4,Hoa Kỳ,Du lịch một mình,Studio Tiêu chuẩn có ban công,10.0,4,3,8,không_cho_phép tốt_bụng cho_phép giặt thân_thiện giúp_đỡ tốt_bụng trả_lời hành_lý tâm_sắm nhà_hàng thích,Tích cực
5_4,Việt Nam,Gia đình có em bé,Studio Tiêu chuẩn có ban công,10.0,4,1,5,nghỉ thoải_mái vẻ tạilotus nhớ_máng thích chạy_nhảy ngủ sâu_giấc quyết_định bơi trẻ nội_thất sang_trọng tâm_lý siêu_thị nấu_nướng ngắm đẹp thân_thiện nhiệt_tình thích yêu,Tích cực
5_4,Việt Nam,Gia đình có em bé,Studio Tiêu chuẩn có ban công,10.0,4,4,9,thuận_tiện mượn mỏng,Tích cực
5_4,Việt Nam,Nhóm,Studio Tiêu chuẩn có ban công,10.0,4,1,7,tiện trần_phú thích_hợp sát dễ_dàng thuận_lợi nhiệt_tình trừ liên_hệ lạc,Tích cực
5_4,Việt Nam,Gia đình có em bé,Studio Tiêu chuẩn có ban công,10.0,4,1,2,lý_tưởng giặt phơi,Tích cực
5_4,Việt Nam,Gia đình có em bé,Studio Tiêu chuẩn có ban công,9.6,4,1,6,thuận_lợi sát tâm_sắm,Tích cực
5_4,Việt Nam,Gia đình có em bé,Studio Tiêu chuẩn có ban công,8.4,3,2,6,tốt tiện_lợi tốt riêng_tư cải_tạo nội_thất đồ_đạc không_hiện_đại xuống_cấp cải_tạo tiết_kiệm cảm_giác,Trung tính
5_4,Việt Nam,Gia đình có em bé,Studio Tiêu chuẩn có ban công,8.8,3,3,1,bảo bơi sữa_tắm dầu_gội ốc_tiện giặt,Trung tính
5_4,Hoa Kỳ,Cặp đôi,Studio Tiêu chuẩn có ban công,8.0,3,2,1,tiện_lợi,Trung tính
5_4,Việt Nam,Gia đình có em bé,Studio Tiêu chuẩn có ban công,8.0,3,1,7,tốt,Trung tính
5_4,Việt Nam,Cặp đôi,Studio Tiêu chuẩn có ban công,6.8,1,1,7,,Trung tính
5_4,Việt Nam,Cặp đôi,Studio,9.6,4,2,6,thú_vị căn_hộ_tâm thuận_tiện thoải_mái,Tích cực
5_4,Việt Nam,Cặp đôi,Studio Tiêu chuẩn có ban công,10.0,4,2,6,trần_phú thuận_tiện tốt nằm_tâm thiết_kế iện_lợi ghé thử,Tích cực
5_4,Việt Nam,Gia đình có em bé,Studio Tiêu chuẩn có ban công,10.0,4,1,10,hài_lòng nghỉ sạch_đẹp máy_giặt tiện sắm hài_lòng nghỉ,Tích cực
5_4,Việt Nam,Gia đình có em bé,Studio Tiêu chuẩn có ban công,10.0,4,1,6,thích đồ_đạc,Tích cực
5_4,Bắc Macedonia,Cặp đôi,Studio Tiêu chuẩn có ban công,10.0,4,6,6,rộng_rãi tâm dọn_vệ,Tích cực
5_4,Trung Quốc,Đi công tác,Studio Tiêu chuẩn có ban công,10.0,4,1,1,lựa_chọn tốt sạch đẹp tốt nhiệt_tình kỳ_nghỉ,Tích cực
5_4,Việt Nam,Du lịch một mình,Studio Tiêu chuẩn có ban công,10.0,4,2,3,bơi,Tích cực
5_4,Việt Nam,Gia đình có em bé,Studio Tiêu chuẩn có ban công,10.0,4,6,6,,Tích cực
5_4,Việt Nam,Cặp đôi,Suite Deluxe gia đình,10.0,4,2,7,tuyệt đẹp địa_điểm,Tích cực
5_4,Việt Nam,Cặp đôi,Studio Tiêu chuẩn có ban công,9.2,4,2,12,tiện_lợi siêu_thị sắm,Tích cực
5_4,Việt Nam,Gia đình có em bé,Studio Tiêu chuẩn có ban công,10.0,4,2,6,,Tích cực
5_4,Việt Nam,Gia đình có em bé,Studio Tiêu chuẩn có ban công,10.0,4,1,4,thích thích nằm,Tích cực
5_4,Việt Nam,Cặp đôi,Studio Tiêu chuẩn có ban công,9.6,4,3,8,đẹp lắm,Tích cực
5_4,Việt Nam,Du lịch một mình,Studio Tiêu chuẩn có ban công,7.6,2,1,6,nóng_lạnh ấm nhiên thuận_tiện,Trung tính
5_4,Việt Nam,Du lịch một mình,Studio Tiêu chuẩn có ban công,8.4,3,1,6,thuận_tiện ấm đun nóng lạnh,Trung tính
5_4,Việt Nam,Gia đình có em bé,Studio Tiêu chuẩn có ban công,8.0,3,4,8,tốt_ích,Trung tính
5_4,Việt Nam,Cặp đôi,Studio Tiêu chuẩn có ban công,10.0,4,3,6,ỏn,Tích cực
5_4,Việt Nam,Đi công tác,Căn Hộ Nhỏ Loại Sang Giường Lớn,10.0,4,1,7,tốt,Tích cực
5_4,Việt Nam,Cặp đôi,Studio Tiêu chuẩn có ban công,10.0,4,2,10,tốt tốt,Tích cực
5_4,Hoa Kỳ,Cặp đôi,Căn Hộ Nhỏ Loại Sang Giường Lớn,10.0,4,15,7,,Tích cực
5_4,Việt Nam,Gia đình có em bé,Studio Tiêu chuẩn có ban công,7.2,2,2,7,tốt rộng tốt tốt đẹp_tâm thương_mại chẳng sát rộng không_đẹp lắm cộng mắc bơi tốn bơi đẹp bơi cũ hơi không_thích,Trung tính
5_4,Hàn Quốc,Du lịch một mình,Studio Tiêu chuẩn có ban công,8.0,3,11,7,tốt,Trung tính
5_4,Hoa Kỳ,Du lịch một mình,Studio Tiêu chuẩn có ban công,10.0,4,2,1,,Tích cực
5_6,Ấn Độ,Cặp đôi,Deluxe Twin City View with Bathtub,10.0,4,2,5,tốt gọn_gàng dọn_dẹp hàng dọn_dẹp thân_thiện tốt căng_thẳng rời dịch_vụ không dựa sẵn muộn sẵn tốt,Tích cực
5_6,Việt Nam,Gia đình có em bé,Phòng Premier Giường Đôi Nhìn Ra Thành Phố,8.8,3,1,6,sạch_đẹp nằm hơi chật,Tiêu cực
5_6,Việt Nam,Du lịch một mình,Phòng Loại Sang,8.4,3,2,4,đổi tương_đối bể bơi vòi_nước hơi yếu_bồn đứng hơi bất_tiện đồ_ăn,Tiêu cực
5_6,Việt Nam,Gia đình có em bé,Deluxe Twin City View with Bathtub,9.6,4,7,7,nằm_tâm thân_thiện sạch_sẽ thích bố_trí thực_đơn hoạt kẽ_thực đơn_phú tốt nói_chuyện chuyên_nghiệp phục_vụ nâng thích thích,Tích cực
5_6,Việt Nam,Gia đình có em bé,Deluxe 2 giường Hướng phố,8.0,3,2,6,sạch_sẽ,Trung tính
5_6,Việt Nam,Gia đình có em bé,Phòng Premium 2 giường đơn,9.6,4,3,8,tâm thành_phố sạch_sẽ,Tích cực
5_6,Việt Nam,Gia đình có em bé,Deluxe 2 giường Hướng phố,7.2,2,1,2,liệu kiếm xách kiếm sạch_sẽ không_lại,Trung tính
5_6,Việt Nam,Cặp đôi,Premier Deluxe Room with City View,10.0,4,3,6,sạch_sẽ,Tích cực
5_6,Việt Nam,Cặp đôi,Premier Deluxe Room with City View,6.8,1,2,4,tạm không_ghé không_thông_cảm không_và đổi,Tiêu cực
5_6,Việt Nam,Gia đình có em bé,Deluxe giường đôi Hướng phố,9.6,4,2,9,nghỉ thuận_lợi hô bơi ngắm toàn_cảnh thành,Tích cực
5_6,Việt Nam,Đi công tác,Phòng Premium 2 giường đơn,8.8,3,1,3,rộng thủ_tướng rẻ,Trung tính
5_6,Việt Nam,Du lịch một mình,Phòng Loại Sang,10.0,4,1,5,đẹp tiện_lợi,Tích cực
5_6,Việt Nam,Cặp đôi,Deluxe Twin City View with Bathtub,10.0,4,1,8,ngạc_nhiên rẻ rẻ ăn_ở nấu_ăn tốt,Tích cực
5_6,Hoa Kỳ,Cặp đôi,Deluxe Twin City View with Bathtub,9.6,4,1,6,sạch_sẽ thân_thiện thảo chủ_động không_thêm hài_lòng,Tích cực
5_6,Việt Nam,Gia đình có em bé,Deluxe giường đôi Hướng phố,10.0,4,1,2,trẻ thân_thiện ghé,Tích cực
5_6,Việt Nam,Gia đình có em bé,Deluxe Twin City View with Bathtub,10.0,4,1,7,upsize sạch_sẽ tâm ổn bơi trẻ,Tích cực
5_6,Việt Nam,Gia đình có em bé,Deluxe Twin City View with Bathtub,9.6,4,6,7,sạch_sẽ tiện nghỉ trừ xíu,Tích cực
5_6,Việt Nam,Cặp đôi,Phòng Deluxe Nhìn Ra Thành Phố,10.0,4,2,4,dịch_vụ tốt_nội thất_giường,Tích cực
5_6,Việt Nam,Cặp đôi,Phòng Deluxe Nhìn Ra Thành Phố,10.0,4,2,3,tuyệt khắc_phục yếu,Tích cực
5_6,Việt Nam,Cặp đôi,Phòng Premier Giường Đôi Nhìn Ra Thành Phố,10.0,4,1,2,đình_nhân_viên phục_vụ tốt,Tích cực
5_6,Việt Nam,Cặp đôi,Deluxe giường đôi Hướng phố,10.0,4,1,6,sạch sạch,Tích cực
5_6,Việt Nam,Cặp đôi,Deluxe giường đôi Hướng phố,10.0,4,1,9,hài_lòng tiện đầy_đủ,Tích cực
5_6,Việt Nam,Cặp đôi,Deluxe giường đôi Hướng phố,6.8,1,1,5,tiện di_chuyển lịch hành_trình ồn_ào khó_chịu không_chuyên_nghiệp sạch_sẽ,Tiêu cực
5_6,Việt Nam,Cặp đôi,Deluxe Twin City View with Bathtub,10.0,4,1,3,tốt tiện tốt,Tích cực
5_6,Việt Nam,Cặp đôi,Phòng Loại Sang,6.8,1,2,6,,Trung tính
5_6,Việt Nam,Đi công tác,Deluxe 2 giường Hướng phố,10.0,4,1,6,,Tích cực
5_6,Việt Nam,Du lịch một mình,Premier Twin City View with Bathtub,8.4,3,2,6,tuyệt_vời,Trung tính
5_6,Việt Nam,Du lịch một mình,Deluxe giường đôi Hướng phố,8.8,3,1,2,tạm ổn,Tiêu cực
5_6,Việt Nam,Cặp đôi,Phòng Premier Giường Đôi Nhìn Ra Thành Phố,8.0,3,2,9,tốt,Trung tính
5_6,Việt Nam,Cặp đôi,Deluxe Twin City View with Bathtub,10.0,4,1,9,,Tích cực
5_6,Việt Nam,Cặp đôi,Deluxe giường đôi Hướng phố,10.0,4,1,9,,Tích cực
5_6,Việt Nam,Gia đình có em bé,Deluxe 2 giường Hướng phố,8.8,3,1,4,tuyệt,Trung tính
5_6,Việt Nam,Cặp đôi,Deluxe 2 giường Hướng phố,10.0,4,2,4,đẹp đẹp rẻ trải_nghiệm,Tích cực
5_6,Việt Nam,Gia đình có em bé,Deluxe giường đôi Hướng phố,10.0,4,1,12,sạch_sẽ,Tích cực
5_6,Việt Nam,Đi công tác,Deluxe Twin City View with Bathtub,10.0,4,1,7,,Tích cực
5_6,Canada,Cặp đôi,Deluxe giường đôi Hướng phố,9.2,4,1,1,,Tích cực
5_6,Hàn Quốc,Cặp đôi,Phòng Deluxe Nhìn Ra Thành Phố,8.4,3,1,5,,Trung tính
5_6,Thổ Nhĩ Kỳ,Cặp đôi,Deluxe giường đôi Hướng phố,10.0,4,2,5,,Tích cực
5_7,Thái Lan,Du lịch một mình,Phòng Loại Sang Hướng Biển,10.0,4,1,7,ấn_tượng tốt tốt giới_thiệu tốt sẵn_sàng giúp_đỡ trống cho_phép đẹp tốt sạch_sẽ máy_lạnh mát,Tích cực
5_7,Việt Nam,Cặp đôi,Phòng Superior hướng biển,10.0,4,1,12,sạch_sẽ vô_cùng hẹn nghỉ tiếp,Tích cực
5_7,Việt Nam,Cặp đôi,Phòng Superior hướng biển,10.0,4,1,1,sạch_sẽ đẹp,Tích cực
5_7,Việt Nam,Gia đình có em bé,Phòng Gia Đình,9.6,4,1,6,đáng_giá,Tích cực
5_7,Việt Nam,Gia đình có em bé,Phòng Loại Sang Hướng Biển,9.2,4,1,8,hài_lòng rộng thoải_mái mọc,Tích cực
5_7,Việt Nam,Đi công tác,Phòng Superior hướng biển,10.0,4,1,12,dịch_vụ phòng_ốc siêu lạ_mắt đánh_cá chở thuyền_buồm chứng_kiến đẹp,Tích cực
5_7,Việt Nam,Gia đình có em bé,Phòng Gia Đình,10.0,4,5,5,nhé_đình thân_thiện,Tích cực
5_7,Việt Nam,Gia đình có em bé,Phòng Superior hướng biển,9.2,4,2,2,hơi bãi_tắm một_chút thuê thuê,Tích cực
5_7,Việt Nam,Nhóm,Phòng Loại Sang Hướng Biển,10.0,4,1,3,thẳng sạch_sẽ,Tích cực
5_7,Việt Nam,Cặp đôi,Phòng Superior hướng biển,10.0,4,4,4,nhiệt_tình địa_điểm tốt,Tích cực
5_7,Việt Nam,Du lịch một mình,Phòng Superior hướng biển,10.0,4,4,4,thân_thiện tốt thân_thiện,Tích cực
5_7,Bắc Macedonia,Gia đình có em bé,Phòng Superior hướng biển,10.0,4,2,7,tuyệt_vời trở_lại,Tích cực
5_7,Việt Nam,Đi công tác,Phòng Superior hướng biển,10.0,4,2,12,tốt tốt,Tích cực
5_7,Việt Nam,Du lịch một mình,Phòng Loại Sang Hướng Biển,8.8,3,1,7,,Trung tính
5_7,Việt Nam,Cặp đôi,Phòng Superior hướng biển,10.0,4,1,7,,Tích cực
5_7,Việt Nam,Cặp đôi,Phòng Loại Sang Hướng Biển,9.2,4,1,11,công_hướng đẹp thân_thiện nhiệt_tình,Tích cực
5_7,Việt Nam,Cặp đôi,Phòng Loại Sang Hướng Biển,9.6,4,1,9,sạch_sẽ cực giễ_thương báo,Tích cực
5_7,Việt Nam,Nhóm,Phòng Gia Đình,10.0,4,1,2,đẹp đẹp sạch rộng đối_xử giới_thiệu giúp giúp,Tích cực
5_7,Trung Quốc,Gia đình có em bé,Phòng Gia Đình,9.6,4,1,1,,Tích cực
5_8,Việt Nam,Gia đình có em bé,Căn Hộ Tiêu Chuẩn 2 Phòng Ngủ,10.0,4,1,9,tiện nghỉ_dưỡng,Tích cực
5_8,Việt Nam,Cặp đôi,Căn Hộ Tiêu Chuẩn 2 Phòng Ngủ,9.2,4,1,5,sạch hơi rít đổi hài_lòng,Tích cực
5_8,Việt Nam,Nhóm,Căn Hộ Tiêu Chuẩn 2 Phòng Ngủ,6.4,1,2,6,khắc_phục hệ_thống chậm vật_dụng nấu khóa,Tiêu cực
5_8,Hoa Kỳ,Nhóm,Căn Hộ Tiêu Chuẩn 2 Phòng Ngủ,10.0,4,1,3,tốt hài_lòng đáp_ứng tốt sạch_sẽ bố_trí đầy_đủ tiện giúp đình_cảm_thấy thoải_mái tiện suốt nhiệt_tình giải_quyết chóng thắc_mắc sẵn_sàng giúp_đỡ sống yên_tĩnh toàn giúp toàn suốt hài_lòng tốt giới_thiệu tốt,Tích cực
5_8,Việt Nam,Nhóm,Căn Hộ Tiêu Chuẩn 2 Phòng Ngủ,10.0,4,1,3,sẻ thuê muốn_ngợi tốt_tiện chất_lượng dịch_vụ sạch_sẽ bố_trí thông thoải_mái tiện đầy_đủ máy_giặt thiết_bị rộng_rãi thoải_mái tuyệt_vời thân_thiện nhiệt_tình sẵn_sàng tâm giúp_đỡ thuận_tiện nằm gần_tâm cho_phép dễ_dàng di_chuyển sắm toàn yên_tĩnh thư_giãn hài_lòng bạn_bè,Tích cực
5_8,Việt Nam,Nhóm,Căn Hộ Tiêu Chuẩn 2 Phòng Ngủ,10.0,4,1,7,,Tích cực
5_8,Việt Nam,Nhóm,Căn Hộ Tiêu Chuẩn 2 Phòng Ngủ,10.0,4,1,3,chuẩn,Tích cực
5_9,Việt Nam,Đi công tác,Phòng Loại Sang Hướng Đại Dương,10.0,4,1,10,chất_lượng tốt rộng cực xịn,Tích cực
5_9,Việt Nam,Cặp đôi,Deluxe hướng thành phố,10.0,4,2,3,tốt rẻ rộng trừ tốn không_đk,Tích cực
5_9,Việt Nam,Cặp đôi,Deluxe hướng thành phố,8.0,3,1,5,thất_vọng hài_lòng địa_điểm trắc_địa tiếc ủng_hộ không_nhầm giải_quyết không_xử_lý chấp để_ý trải_nghiệm tệ cân_nhắc không_mất,Trung tính
5_9,Việt Nam,Cặp đôi,Deluxe hướng thành phố,10.0,4,4,8,đại không_ngờ sạch_cảnh đẹp thư_giãn dễ_chịu tiếp,Tích cực
5_9,Việt Nam,Cặp đôi,Phòng Suite Tầng Cao Hướng Đại Dương,10.0,4,2,11,sạch_sẽ thoải_mái,Tích cực
5_9,Việt Nam,Cặp đôi,Deluxe hướng thành phố,9.6,4,2,3,ổn,Tích cực
5_9,Việt Nam,Du lịch một mình,Deluxe hướng thành phố,6.4,1,1,4,tô_phí hướng_dẫn làm_việc chậm,Tiêu cực
5_9,Việt Nam,Nhóm,Studio Nhìn Ra Núi,10.0,4,1,4,okila,Tích cực
5_9,Việt Nam,Du lịch một mình,Deluxe hướng thành phố,10.0,4,3,8,ổn,Tích cực
5_9,Việt Nam,Đi công tác,Deluxe hướng thành phố,6.8,1,1,4,ổn,Trung tính
5_10,Việt Nam,Cặp đôi,Phòng 1 góc hướng biển,10.0,4,1,6,trầm_hương,Tích cực
5_10,Việt Nam,Gia đình có em bé,Phòng ấm cúng 2 giường,10.0,4,1,8,tuyệt_khách_sạn sạch_sẽ thân_thiện đáo tâm_cách sắm mát rẻ chất_lượng,Tích cực
5_10,Việt Nam,Gia đình có em bé,Phòng ấm cúng 2 giường,9.6,4,1,8,trừ hài_lòng bể bơi trẻ tiếc tốt ổn tốt đợi thân_thiện,Tích cực
5_10,Việt Nam,Cặp đôi,Phòng Superior 2 giường Hướng cảnh,10.0,4,2,6,sạch_sẽ tuyệt_vời,Tích cực
5_10,Việt Nam,Nhóm,Phòng ấm cúng giường đôi,10.0,4,3,4,tốt tốt ăn_uống,Tích cực
5_10,Việt Nam,Gia đình có em bé,Phòng ấm cúng 2 giường,10.0,4,2,7,,Tích cực
5_10,Việt Nam,Cặp đôi,Phòng ấm cúng giường đôi,10.0,4,3,10,hài_lòng tiêu_chuẩn superrio báo nâng diện_tích bồn_tắm mặt_tiền tiện nhiệt_tình đeo kiếng trực,Tích cực
5_10,Việt Nam,Gia đình có em bé,Phòng gia đình hướng biển,10.0,4,1,6,trải_nghiệm đẹp đậu_kế,Tích cực
5_10,Việt Nam,Cặp đôi,Phòng ấm cúng giường đôi,10.0,4,4,8,hài_lòng tốt_tâm tiện,Tích cực
5_10,Việt Nam,Gia đình có em bé,Phòng Superior 2 giường Hướng phố,8.8,3,2,1,nhận_xét địa_điểm tốt thoải_mái thân_thiện_vệ tốt thức_ăn bình_thường,Trung tính
5_10,Việt Nam,Nhóm,Phòng 1 góc hướng biển,9.6,4,1,5,tốt địa_điểm tốt tốt lý_tưởng trầm_hương,Tích cực
5_10,Việt Nam,Đi công tác,Phòng ấm cúng 2 giường,10.0,4,1,3,sạch đẹp lựa_chọn công_tác lịch dịch_vụ tốt sạch đẹp,Tích cực
5_10,Việt Nam,Gia đình có em bé,Phòng ấm cúng 2 giường,10.0,4,1,2,thuận_tiện ngăn,Tích cực
5_10,Việt Nam,Cặp đôi,Phòng ấm cúng 2 giường,7.6,2,2,5,tốt di_chuyển chậm đợi,Trung tính
5_10,Việt Nam,Gia đình có em bé,Phòng ấm cúng giường đôi,10.0,4,1,1,thoải_mái hợp_lý tốt chổ,Tích cực
5_10,Việt Nam,Gia đình có em bé,Phòng ấm cúng 2 giường,10.0,4,1,7,cực tốt thuê hài_lòng nấu tráng,Tích cực
5_10,Việt Nam,Gia đình có em bé,Phòng gia đình hướng biển,10.0,4,2,7,đẹp rẻ tốt rẻ,Tích cực
5_10,Việt Nam,Gia đình có em bé,Phòng gia đình hướng biển,9.2,4,1,1,hài_lòng dịch_vụ trở_lại lịch công_tác,Tích cực
5_10,Việt Nam,Gia đình có em bé,Phòng ấm cúng giường đôi,10.0,4,1,2,tuyệt_vời sạch_sẽ mát sướng,Tích cực
5_10,Việt Nam,Cặp đôi,Phòng ấm cúng 2 giường,9.6,4,1,4,ổn khắc thông đòi_hỏi kèm,Tích cực
5_10,Việt Nam,Cặp đôi,Phòng ấm cúng giường đôi,9.6,4,1,7,trải_nghiệm dịch_vụ tốt nhiệt_tình_đáo sửa_sang đẹp bắt_mắt kế sạch_sẽ tiện mền_thơm sạch_sẽ hôi hơi chút ổn_áp trải_nghiệm,Tích cực
5_10,Việt Nam,Gia đình có em bé,Phòng ấm cúng giường đôi,10.0,4,1,7,đẹp chụp thân_thiện nhiệt_tình dễ_thương ghé,Tích cực
5_10,Việt Nam,Nhóm,Phòng ấm cúng 2 giường,10.0,4,1,7,tốt,Tích cực
5_10,Việt Nam,Nhóm,Phòng Superior,10.0,4,1,7,,Tích cực
5_10,Việt Nam,Cặp đôi,Phòng ấm cúng giường đôi,7.2,2,2,7,tốt nghỉ sạch gần_tâm,Trung tính
5_10,Việt Nam,Cặp đôi,Phòng Sunrise Hướng Đại Dương,10.0,4,3,7,,Tích cực
5_10,Việt Nam,Cặp đôi,Phòng ấm cúng 2 giường,10.0,4,1,7,tốt,Tích cực
5_10,Việt Nam,Cặp đôi,Phòng Superior,7.2,2,1,7,chuẩn,Trung tính
5_10,Việt Nam,Gia đình có em bé,Phòng ấm cúng giường đôi,10.0,4,2,2,nhiệt_tình,Tích cực
5_10,Việt Nam,Gia đình có em bé,Phòng gia đình hướng biển,7.6,2,1,7,tốt nhân_viện,Trung tính
5_10,Việt Nam,Gia đình có em bé,Phòng gia đình hướng biển,10.0,4,3,7,tốt hài_lòng sạch đẹp,Tích cực
5_10,Việt Nam,Nhóm,Phòng ấm cúng 2 giường,8.0,3,1,7,tốt ổn,Trung tính
5_10,Việt Nam,Gia đình có em bé,Phòng ấm cúng 2 giường,10.0,4,1,7,dịch_vụ,Tích cực
5_10,Việt Nam,Đi công tác,Phòng ấm cúng giường đôi,6.8,1,1,12,tốt,Trung tính
5_10,Việt Nam,Gia đình có em bé,Phòng ấm cúng 2 giường,9.2,4,1,8,tận_tâm bơi,Tích cực
5_10,Việt Nam,Gia đình có em bé,Phòng ấm cúng giường đôi,8.8,3,2,7,tốt thành sạch_sẽ tiện màu_sắc_đẹp bồn_tắm trẻ đẹp không_là chuyên_nghiệp nhiệt_tình cải_thiện hải_sản mặc_dù êm_nhiên kẹp không_kịp rút xảy ấn_tượng làm_việc tốt,Trung tính
5_10,Việt Nam,Gia đình có em bé,Phòng ấm cúng giường đôi,9.2,4,1,6,đẹp sạch lựa_chọn hài_lòng dịch_vụ đi_lịch chúc yêu_thích,Tích cực
5_10,Việt Nam,Gia đình có em bé,Phòng ấm cúng giường đôi,7.6,2,1,6,,Trung tính
5_10,Việt Nam,Gia đình có em bé,Phòng ấm cúng giường đôi,6.8,1,3,5,nằm không_gần biển_nhiên bể bơi đẹp,Trung tính
5_10,Việt Nam,Gia đình có em bé,Phòng ấm cúng giường đôi,8.4,3,2,2,đẹp sạch_sẽ tiện ý_phòng sạch_sẽ nhiệt_tình lắm không_nhiều,Trung tính
5_10,Việt Nam,Đi công tác,Phòng ấm cúng giường đôi,7.6,2,1,7,khách_hàng tốt tiếp_đón đáo hướng_dẫn cười,Trung tính
5_10,Việt Nam,Cặp đôi,Phòng ấm cúng giường đôi,8.8,3,3,3,sạch_sẽ,Trung tính
5_10,Việt Nam,Du lịch một mình,Phòng Sunrise Hướng Đại Dương,8.4,3,2,10,dịch_vụ tốt,Trung tính
5_10,Việt Nam,Cặp đôi,Phòng ấm cúng giường đôi,10.0,4,2,7,nâng_cấp thẳng,Trung tính
5_10,Việt Nam,Cặp đôi,Phòng ấm cúng 2 giường,9.2,4,1,8,tốt_trừ thức_ăn sạch_sẽ thân_thiện giải_trí tệ trừ,Tích cực
5_10,Việt Nam,Cặp đôi,Phòng ấm cúng 2 giường,8.8,3,2,7,,Trung tính
5_10,Việt Nam,Đi công tác,Phòng Superior,10.0,4,1,5,tốt,Tích cực
5_10,Việt Nam,Đi công tác,Phòng ấm cúng giường đôi,8.4,3,1,11,,Trung tính
5_10,Hoa Kỳ,Cặp đôi,Phòng ấm cúng 2 giường,10.0,4,8,9,add,Tích cực
5_10,Lào,Nhóm,Phòng ấm cúng 2 giường,10.0,4,4,1,,Tích cực
5_10,Trung Quốc,Cặp đôi,Phòng ấm cúng giường đôi,10.0,4,1,11,,Tích cực
5_11,Việt Nam,Gia đình có em bé,Phòng gia đình hướng biển,10.0,4,1,7,tốt,Tích cực
5_11,Việt Nam,Cặp đôi,Phòng Loại Sang Giường Đôi,7.6,2,1,4,tốt công_tâm trải_nghiệm cũ sửa_sang cũ đẹp bù bơi sạch đẹp đẹp nước_sạch sửa_chữa sạch lắm nhiệt_tình địa_điểm,Trung tính
5_11,Việt Nam,Cặp đôi,Phòng Hai Giường Đơn Loại Sang,10.0,4,1,4,trúng hợp_lý phòng_cảnh tốt,Tích cực
5_11,Việt Nam,Gia đình có em bé,Phòng gia đình hướng biển,9.2,4,2,6,tốt tốt hơi cũ_nhiên đẹp vắng thích_hợp trẻ hiển_thị chóng thoải_mái lưu,Tích cực
5_11,Việt Nam,Gia đình có em bé,Phòng gia đình hướng biển,8.4,3,1,6,tạm hơi cũ yếu nóng lựa_chọn đẹp,Tiêu cực
5_11,Thái Lan,Cặp đôi,Phòng Thủ Tướng Hướng Biển Giường Đôi,10.0,4,1,4,nghỉ tuyệt_vời rộng thân_thiện vẻ nhiệt_tình đầy_đủ tiện thoáng_mát sạch đẹp bơi đẹp sạch thuận_tiện chạy_bộ nước_biển trẻ,Tích cực
5_12,Việt Nam,Du lịch một mình,Phòng Tiêu chuẩn Giường Đôi,9.6,4,1,5,tốt rẻ giá_thành rẻ,Tích cực
